date,open,high,low,close,volume,pct_change
2015-02-25,7037.96,7060.066,6984.165,7004.665,8444718400,-0.2192006242687894
2015-02-26,7001.178,7045.527,6967.939,7045.268,9036487200,0.5796565574513579
2015-02-27,7045.792,7142.26,7042.144,7141.888,10004133600,1.3714169567431655
2015-03-02,7187.527,7317.873,7172.745,7317.677,13074560000,2.461379960032972
2015-03-03,7306.437,7386.821,7272.462,7282.108,14115728000,-0.4860695545867877
2015-03-04,7277.542,7411.267,7277.542,7411.034,12037211200,1.7704488865037282
2015-03-05,7417.531,7451.24,7375.111,7450.906,12569136000,0.5380085963712977
2015-03-06,7454.922,7467.427,7330.45,7338.404,11432283200,-1.5099103384205836
2015-03-09,7314.931,7450.816,7284.734,7450.816,10041077600,1.5318317170872398
2015-03-10,7460.611,7577.374,7458.682,7566.481,10914912000,1.5523803030433214
2015-03-11,7573.262,7573.745,7538.486,7566.312,10946719200,-0.0022335349814550653
2015-03-12,7566.489,7592.534,7455.081,7514.445,11002433600,-0.6854990912349423
2015-03-13,7530.209,7649.757,7530.209,7649.345,9765895200,1.7952090939517218
2015-03-16,7707.401,7903.623,7706.947,7903.363,14432553600,3.3207810603391508
2015-03-17,7946.126,8031.466,7896.748,7993.243,17120049600,1.1372374013442155
2015-03-18,7992.921,8150.963,7968.122,8150.951,16470760000,1.9730164590266996
2015-03-19,8149.478,8217.376,8103.787,8216.624,16808956800,0.8057096650439854
2015-03-20,8216.303,8336.827,8213.724,8318.829,15379254400,1.2438806984474304
2015-03-23,8360.92,8560.765,8360.92,8560.441,17837585600,2.9043991648343814
2015-03-24,8593.783,8665.249,8319.356,8655.38,21137980800,1.1090433308283743
2015-03-25,8662.766,8834.245,8604.238,8784.909,18216331200,1.496514306708674
2015-03-26,8730.364,8786.737,8523.364,8611.864,17218214400,-1.9697984350207864
2015-03-27,8586.403,8715.285,8578.526,8710.291,13191347200,1.142923297441767
2015-03-30,8721.209,8758.753,8663.827,8719.22,15608990400,0.10251092644322224
2015-03-31,8734.951,8859.415,8676.628,8780.739,15664822400,0.7055562309472574
2015-04-01,8785.125,9015.015,8782.129,9008.201,14979398400,2.5904653355486307
2015-04-02,9061.497,9238.352,9061.497,9238.053,17843017600,2.551586049201182
2015-04-03,9204.84,9422.843,9159.571,9419.201,17610633600,1.9608893778808145
2015-04-07,9457.735,9600.831,9457.653,9600.722,18085603200,1.9271379812364264
2015-04-08,9625.208,9628.226,9264.544,9455.59,18749150400,-1.5116779758855614
2015-04-09,9446.683,9446.683,8988.708,9369.657,17409697600,-0.9088063251473599
2015-04-10,9325.424,9621.503,9276.954,9600.401,14730177600,2.462672859849624
2015-04-13,9652.531,9838.876,9616.395,9813.596,17113800000,2.220688489991196
2015-04-14,9830.531,9926.394,9741.701,9830.062,17541208000,0.16778762851048512
2015-04-15,9800.64,9800.64,9434.623,9441.192,15766755200,-3.9559262189801103
2015-04-16,9319.961,9654.155,9209.41,9541.766,13521184000,1.0652680297148942
2015-04-17,9612.733,9663.935,9526.087,9567.695,16182315200,0.27174214919962747
2015-04-20,9541.259,9591.215,9317.303,9353.612,17543966400,-2.237560875425071
2015-04-21,9364.308,9716.608,9362.868,9716.349,15181822400,3.8780419799324672
2015-04-22,9798.163,9995.598,9798.163,9995.262,18096548800,2.87055353816541
2015-04-23,10035.43,10157.04,9977.372,10105.27,18855728000,1.1006014649741047
2015-04-24,9990.335,10153.96,9909.479,10123.91,17419427200,0.1844582084397528
2015-04-27,10202.03,10297.1,10093.25,10174.9,17248884800,0.5036591593564177
2015-04-28,10184.26,10184.26,9744.378,9847.893,16926606400,-3.2138595956716975
2015-04-29,9817.446,10111.91,9792.637,10107.4,13462344000,2.6351525143500254
2015-04-30,10156.36,10298.49,10155.19,10180.49,14074512000,0.7231335457189791
2015-05-04,10206.21,10281.71,10085.33,10270.13,13215675200,0.8805077162297614
2015-05-05,10273.57,10286.56,9950.573,10007.27,14857816000,-2.559461272642105
2015-05-06,10032.05,10264.64,9913.609,9973.991,13319897600,-0.33254823743139594
2015-05-07,9934.935,9989.861,9789.184,9806.508,11342813600,-1.679197424581591
2015-05-08,9913.854,10274.58,9913.854,10274.38,12780709600,4.77103572443931
2015-05-11,10424.97,10772.06,10386.63,10771.62,16040961600,4.839610759968016
2015-05-12,10871.48,11051.87,10782.2,11051.43,17809291200,2.597659404991992
2015-05-13,10969.33,11259.27,10834.98,11137.3,17698054400,0.7770035190016067
2015-05-14,11158.42,11272.84,11093.57,11211.1,16981518400,0.6626381618525246
2015-05-15,11165.97,11316.89,11000.63,11217.93,16038270400,0.06092176503642577
2015-05-18,11234.72,11557.17,11222.2,11542.28,15285585600,2.8913533958582427
2015-05-19,11624.3,11837.65,11525.34,11831.36,16296310400,2.504531167152413
2015-05-20,11912.38,12321.41,11909.24,12132.37,19811521600,2.54417074622022
2015-05-21,12214.48,12586.64,12213.73,12586.05,19195612800,3.7394177724549893
2015-05-22,12782.05,12848.23,12386.94,12687.29,22874699200,0.8043826299752643
2015-05-25,12513.18,12894.44,12408.1,12877.87,22281299200,1.5021332372791907
2015-05-26,12962.67,13402.18,12960.29,13401.31,22803457600,4.06464733686549
2015-05-27,13484.77,13642.14,13174.12,13582.55,23041222400,1.3524051006953863
2015-05-28,13610.78,13806.21,12816.46,12818.99,25665592000,-5.621624805356873
2015-05-29,12775.09,13250.95,12237.6,13027.21,21002555200,1.6243089354153417
2015-06-01,13146.12,13691.6,13146.07,13691.17,18801438400,5.096716795077394
2015-06-02,13805.72,14277.33,13763.64,14276.32,21223550400,4.273922535473584
2015-06-03,14381.02,14461.29,13928.16,14356.6,21656032000,0.5623297880686495
2015-06-04,14366.78,14424.36,13459.88,14308.65,20307708800,-0.3339927280832544
2015-06-05,14513.11,14656.25,14174.18,14465.75,22874588800,1.0979372617263117
2015-06-08,14445.11,14445.11,13967.37,14099.73,21378219200,-2.5302524929575076
2015-06-09,14018.54,14217.84,13899.36,14106.23,16987537600,0.04610017354942375
2015-06-10,14047.11,14596.06,13918.59,14461.81,17912358400,2.52073020218726
2015-06-11,14486.94,14769.59,14478.84,14768.88,18550515200,2.1233165143228927
2015-06-12,14844.62,15086.44,14825.28,15006.34,20535094400,1.607840269539751
2015-06-15,15050.58,15076.49,14675.21,14707.78,22276396800,-1.9895590796956464
2015-06-16,14514.85,14514.85,13981.68,14102.22,19258966400,-4.117276706613793
2015-06-17,14061.98,14446.51,13603.85,14407.31,18035931200,2.1634182419505654
2015-06-18,14392.32,14499.87,13894.26,13934.21,16969619200,-3.2837497076137034
2015-06-19,13564.22,13688.94,12999.07,13024.72,15020172800,-6.527029519434546
2015-06-23,12955.75,13131.65,12168.35,13047.02,15652884800,0.17121289363610792
2015-06-24,13176.06,13382.76,12935.57,13313.79,16515632000,2.044681467492193
2015-06-25,13357.21,13361.77,12585.36,12760.48,17286382400,-4.155916534660687
2015-06-26,12309.8,12311.04,11710.78,11730.75,14740321600,-8.069680764359955
2015-06-29,11923.42,11933.72,10787.16,10906.04,18227384000,-7.030326279223398
2015-06-30,10543.23,11389.19,10110.66,11381.47,21688094400,4.359327491921894
2015-07-01,11264.87,11641.03,10685.37,10734.01,19036148800,-5.688720349831778
2015-07-02,10626.73,10696.42,9959.56,10002.36,16921731200,-6.816185190809398
2015-07-03,9545.27,10055.57,9282.592,9358.732,16450766400,-6.434761396310473
2015-07-06,9943.956,9943.956,8755.035,8858.912,20266118400,-5.3406807674373
2015-07-07,8517.291,8528.495,8352.938,8356.126,7838327200,-5.675482497173467
2015-07-08,8057.109,8128.539,8056.458,8114.604,7850768000,-2.890358522597669
2015-07-09,7951.431,8349.732,7951.431,8348.875,13413590400,2.8870293608905584
2015-07-10,8488.349,8621.386,8478.257,8620.272,8226998400,3.2507014418110325
2015-07-13,8930.792,9034.352,8879.572,9032.556,13273756800,4.782726113514735
2015-07-14,9311.511,9501.082,9236.839,9338.169,18654009600,3.383460894125645
2015-07-15,9424.223,9424.223,8918.929,8942.905,21409852800,-4.232778395850401
2015-07-16,8615.931,9241.729,8470.126,9041.229,20267448000,1.099463764850439
2015-07-17,9087.156,9588.172,9078.858,9541.259,18798280000,5.530553423655138
2015-07-20,9657.624,9940.922,9579.164,9839.917,23039609600,3.1301739110111138
2015-07-21,9762.603,10139.15,9652.933,10062.89,20816137600,2.266004886016826
2015-07-22,10082.96,10270.11,9923.162,10228.86,22086115200,1.6493273801065245
2015-07-23,10251.56,10585.68,10197.66,10553.22,23520744000,3.1710278564766714
2015-07-24,10579.16,10782.59,10351.93,10449.75,25880692800,-0.9804590447275774
2015-07-27,10235.63,10556.48,9716.968,9719.551,22717969600,-6.98771740950741
2015-07-28,9125.958,9769.622,9036.616,9284.541,21978732800,-4.475618266728576
2015-07-29,9435.391,9727.53,9019.913,9727.232,18633107200,4.768043999159466
2015-07-30,9679.096,9910.54,9422.045,9460.729,20116852800,-2.73976193844252
2015-07-31,9283.384,9512.494,9081.719,9223.636,14950542400,-2.506075377489403
2015-08-03,9076.072,9109.276,8656.513,8723.594,14617515200,-5.421311075155188
2015-08-04,8720.241,9265.349,8720.241,9265.221,16639467200,6.208759829950816
2015-08-05,9285.295,9465.775,9131.798,9240.885,18859100800,-0.2626596818359639
2015-08-06,9025.668,9331.654,8996.405,9229.349,14382318400,-0.12483652810310053
2015-08-07,9321.985,9585.511,9319.25,9585.136,18553276800,3.8549522832000527
2015-08-10,9704.078,10133.76,9680.442,10077.94,22400708800,5.141335501134248
2015-08-11,10093.88,10300.82,10050.24,10153.71,24234324800,0.7518401578100242
2015-08-12,10053.47,10227.34,10003.36,10005.93,20256043200,-1.4554286068835798
2015-08-13,9946.407,10309.77,9893.158,10308.79,20465323200,3.026805104573005
2015-08-14,10400.5,10505.92,10295.33,10377.98,23401124800,0.6711747935499668
2015-08-17,10339.26,10563.51,10267.23,10563.13,22307774400,1.7840658779454177
2015-08-18,10582.23,10603.36,9781.748,9806.701,25701516800,-7.1610308686913875
2015-08-19,9442.91,10118.27,9224.174,10057.84,22939907200,2.5608917820580057
2015-08-20,9947.823,10149.46,9734.622,9739.916,19871241600,-3.1609570245698992
2015-08-21,9531.917,9661.604,9159.43,9208.154,16887377600,-5.459615873483903
2015-08-24,8782.487,8833.714,8505.74,8506.724,10930497600,-7.617487717950855
2015-08-25,7889.784,8073.073,7878.485,7882.112,11286036800,-7.342568067331213
2015-08-26,7836.281,8103.104,7457.889,7543.784,20115736000,-4.292352100553765
2015-08-27,7666.505,7794.85,7370.213,7793.539,16520643200,3.3107390137363524
2015-08-28,7912.791,8271.598,7861.964,8270.959,18887257600,6.1258434711111365
2015-08-31,8222.53,8222.53,7950.098,7950.459,16185587200,-3.8750040956556653
2015-09-01,7848.657,7848.657,7433.889,7441.338,13552019200,-6.403668014639152
2015-09-02,7072.792,7619.511,7057.553,7129.97,14211358400,-4.18430126410062
2015-09-07,7243.442,7465.766,7219.474,7291.468,13083151200,2.265058618759963
2015-09-08,7247.574,7660.614,7204.361,7651.5,12774965600,4.937716245891766
2015-09-09,7716.554,7980.588,7697.808,7956.729,18952344000,3.989139384434437
2015-09-10,7831.5,7999.54,7798.753,7842.999,14658441600,-1.4293562090653134
2015-09-11,7826.736,7975.509,7808.479,7952.136,12906175200,1.3915212790413634
2015-09-14,7997.34,8022.056,7391.904,7412.302,15716441600,-6.788540839844803
2015-09-15,7183.326,7351.996,7008.99,7034.9,12842604800,-5.091562648148984
2015-09-16,7062.838,7517.622,7049.416,7500.61,14545905600,6.619994598359602
2015-09-17,7516.356,7771.455,7428.567,7428.637,17920257600,-0.959561955627608
2015-09-18,7484.283,7599.358,7386.122,7556.203,12746752800,1.7172194576205557
2015-09-21,7453.17,7850.807,7430.944,7847.885,14657248000,3.860166276633903
2015-09-22,7868.638,7974.878,7765.782,7880.836,16812774400,0.4198710862863164
2015-09-23,7734.279,7924.523,7716.132,7824.066,14683715200,-0.7203550486268306
2015-09-24,7856.024,7951.788,7814.336,7928.825,14369206400,1.338932979348595
2015-09-25,7877.925,7934.523,7585.15,7640.173,14633481600,-3.6405394241895928
2015-09-28,7643.161,7841.219,7536.817,7839.618,10864716800,2.610477537615985
2015-09-29,7702.647,7824.227,7658.196,7720.677,11115331200,-1.5171785155858486
2015-09-30,7753.353,7794.639,7642.7,7727.509,9567723200,0.08848964928853675
2015-10-08,7961.002,8099.15,7902.548,8056.279,14074278400,4.254540499402859
2015-10-09,8045.772,8213.561,8028.609,8180.397,15500313600,1.5406368126029246
2015-10-12,8226.547,8590.912,8225.243,8522.629,20946190400,4.183562240316707
2015-10-13,8447.741,8672.868,8420.64,8651.052,18967592000,1.506847241619913
2015-10-14,8610.349,8682.823,8515.65,8534.726,18600267200,-1.3446457147639257
2015-10-15,8476.312,8808.9,8476.312,8808.465,19466164800,3.2073554558166295
2015-10-16,8866.794,8948.617,8742.429,8943.018,22804022400,1.5275419724094963
2015-10-19,8961.66,9008.608,8806.431,8935.391,22127763200,-0.08528440846256036
2015-10-20,8915.867,9117.305,8891.941,9116.539,20310648000,2.027309157483992
2015-10-21,9116.476,9157.919,8515.135,8541.607,25880256000,-6.306472225918203
2015-10-22,8531.691,8901.216,8525.978,8894.757,20363136000,4.1344679051611655
2015-10-23,8977.877,9220.984,8942.331,9182.553,22877516800,3.2355689986809155
2015-10-26,9296.188,9347.637,9126.578,9262.89,24222182400,0.8748874087631142
2015-10-27,9183.788,9398.735,8882.218,9345.966,22213168000,0.8968691196808098
2015-10-28,9277.728,9406.347,9091.558,9131.87,20545649600,-2.2907851366033127
2015-10-29,9197.468,9320.226,9058.939,9214.588,17635028800,0.9058166618666208
2015-10-30,9183.494,9332.908,9031.78,9188.266,18426280000,-0.2856557449991248
2015-11-02,8946.883,9236.419,8915.767,8944.683,16832227200,-2.6510225106674
2015-11-03,8963.773,9033.582,8837.315,8924.415,14035809600,-0.22659271435332418
2015-11-04,8973.156,9396.991,8973.156,9396.842,20404584000,5.293646698411036
2015-11-05,9416.494,9525.222,9295.371,9391.446,24507576000,-0.057423547187451796
2015-11-06,9396.095,9640.436,9395.731,9629.28,21652025600,2.532453468826845
2015-11-09,9560.538,9861.105,9473.458,9816.034,23649632000,1.9394388780884952
2015-11-10,9770.132,9958.154,9739.17,9911.24,23582203200,0.9699029159841999
2015-11-11,9910.119,10106.02,9873.236,10100.51,22320051200,1.9096500538782202
2015-11-12,10137.46,10223.71,9990.756,10135.08,23027267200,0.3422599452898911
2015-11-13,10030.15,10102.65,9813.033,9934.769,22084636800,-1.9764126183513087
2015-11-16,9749.108,10195.72,9736.481,10194.78,18206408000,2.6171821408228046
2015-11-17,10308.23,10361.3,10088.03,10109.4,23570729600,-0.8374874200326121
2015-11-18,10116.71,10203.4,9902.834,9928.663,17833160000,-1.7878113438977494
2015-11-19,9954.657,10235.83,9944.382,10235.35,17287393600,3.0889053239091746
2015-11-20,10272.35,10477.22,10265.66,10440.35,22041068800,2.0028626280488737
2015-11-23,10447.81,10546.74,10297.14,10341.42,22933843200,-0.9475735966706145
2015-11-24,10324.04,10460.35,10204.42,10459.6,16860736000,1.1427830994196198
2015-11-25,10470.93,10707.77,10468.34,10696.31,20127148800,2.263088454625417
2015-11-26,10745.06,10772.62,10595.1,10620.83,21464993600,-0.7056639158737887
2015-11-27,10560.39,10619.71,9859.022,9933.496,22280913600,-6.471565781582045
2015-11-30,9935.402,10058.66,9406.725,10001.19,19745446400,0.6814720617998038
2015-12-01,9985.79,10101.51,9832.261,9955.205,16458051200,-0.4597952843611641
2015-12-02,9928.269,9954.862,9506.1,9822.055,14894643200,-1.3374912922435978
2015-12-03,9833.301,10103.48,9832.952,10102.89,14632444800,2.8592285422958774
2015-12-04,10073.67,10199.95,9996.294,10081.57,16144011200,-0.21102872544390694
2015-12-07,10105.79,10238.79,10038.58,10238.02,15151238400,1.551841627841699
2015-12-08,10189.87,10210.75,10022.62,10057.74,16377225600,-1.7608873590791996
2015-12-09,10002.729,10111.556,9945.79,10034.194,14217327900,-0.234108258913035
2015-12-10,10024.19,10145.99,10008.74,10035.45,14075964800,0.012517198690797926
2015-12-11,10003.76,10043.54,9915.112,9946.121,12448637600,-0.8901344732921923
2015-12-14,9845.073,10119.68,9829.337,10118.9,11808540000,1.7371495882666288
2015-12-15,10137.46,10312.42,10136.87,10278.47,13173382400,1.5769500637420997
2015-12-16,10319.56,10438.45,10314.86,10374.23,14145144000,0.9316561706168347
2015-12-17,10436.8,10680.39,10436.8,10679.96,18657212800,2.947013898862849
2015-12-18,10678.37,10721.66,10562.68,10629.97,17309161600,-0.46807291413075713
2015-12-21,10596.41,10712.04,10579.92,10699.61,15978536000,0.6551288479647699
2015-12-22,10724.023,10809.845,10652.006,10809.242,15399100000,1.0246354773678634
2015-12-23,10817.28,10828.97,10613.43,10638.16,16942334400,-1.5827381790508577
2015-12-24,10600.47,10662.43,10413.92,10633.19,12995076800,-0.046718605473117236
2015-12-25,10651.664,10760.154,10645.44,10726.991,12380066500,0.8821529569207343
2015-12-28,10765.906,10859.828,10515.361,10515.361,16984814000,-1.9728738469156792
2015-12-29,10499.501,10654.419,10406.062,10653.709,12930432400,1.3156752297900143
2015-12-30,10678.114,10813.016,10661.28,10806.704,13909642800,1.4360726391156264
2015-12-31,10810.35,10839.045,10614.379,10614.379,12997947400,-1.7796823157180897
2016-01-04,10598.272,10602.647,9694.629,9694.836,11730414400,-8.663182273781644
2016-01-05,9140.672,9680.156,9084.872,9452.041,16862804400,-2.5043744938026857
2016-01-06,9511.734,9710.118,9404.067,9709.569,13963013900,2.724575570503762
2016-01-07,9511.141,9511.141,8850.15,8856.491,4049542800,-8.785951261070391
2016-01-08,9049.767,9141.573,8404.505,8876.253,15692429900,0.22313577691210895
2016-01-11,8651.329,8754.359,8203.432,8205.122,14356881300,-7.560971955170737
2016-01-12,8164.336,8304.141,7968.749,8187.96,12117124200,-0.20916203317877802
2016-01-13,8230.082,8311.725,7836.057,7836.123,11317753000,-4.297004382043889
2016-01-14,7548.028,8174.306,7534.041,8157.737,12293407700,4.104249001706584
2016-01-15,8092.868,8202.341,7813.258,7868.168,11923095300,-3.5496241175708487
2016-01-18,7689.658,8158.564,7685.472,8060.879,10650582700,2.449248668813375
2016-01-19,8041.864,8400.601,8018.637,8388.384,12730422400,4.062894381617688
2016-01-20,8328.723,8468.793,8244.73,8321.392,12908104800,-0.7986281982322208
2016-01-21,8167.95,8410.155,7944.567,7944.567,12047289600,-4.528389000301869
2016-01-22,8036.324,8115.402,7787.618,8074.285,10111675900,1.6327887976776978
2016-01-25,8153.349,8256.161,8076.396,8180.504,9624817400,1.3155220555132852
2016-01-26,8071.363,8093.238,7526.594,7545.544,12067395100,-7.761868950861706
2016-01-27,7557.456,7585.828,7047.788,7466.746,12425157700,-1.0442984627748508
2016-01-28,7344.025,7438.694,7067.55,7100.901,9636216600,-4.899657762564846
2016-01-29,7071.752,7459.369,7037.829,7385.759,10228517900,4.011575432469772
2016-02-01,7358.754,7420.484,7163.913,7292.613,8684368600,-1.2611567748148755
2016-02-02,7296.223,7600.076,7295.802,7576.065,9797843200,3.886837269439636
2016-02-03,7480.301,7665.653,7428.9,7630.459,9448356400,0.71797166470986
2016-02-04,7661.647,7839.282,7661.647,7807.401,10829571600,2.3188906460279712
2016-02-05,7828.61,7856.735,7716.207,7718.708,8629786200,-1.136011843121676
2016-02-15,7434.275,7772.489,7432.403,7726.37,7879468400,0.09926531745987344
2016-02-16,7767.03,8088.712,7767.03,8069.594,11556592500,4.442241311249662
2016-02-17,8060.911,8214.939,8010.819,8202.147,12969795000,1.642622912627334
2016-02-18,8256.952,8282.91,8155.075,8176.14,13406347700,-0.31707551693478386
2016-02-19,8146.062,8289.208,8133.495,8239.256,11278702100,0.7719535135161548
2016-02-22,8350.285,8407.881,8303.21,8407.852,13315805100,2.0462527199057945
2016-02-23,8414.674,8437.155,8230.982,8357.355,13053093700,-0.600593350120826
2016-02-24,8316.833,8399.432,8160.996,8364.663,13609474500,0.08744393411552753
2016-02-25,8340.456,8340.591,7673.216,7702.591,15743616300,-7.915106681524408
2016-02-26,7750.735,7799.295,7487.27,7666.823,12157417100,-0.46436322530950536
2016-02-29,7614.158,7614.158,7113.073,7183.676,11534440300,-6.301788889609162
2016-03-01,7183.114,7402.305,7038.612,7345.086,11556340800,2.246899776660305
2016-03-02,7324.491,7724.296,7323.366,7711.886,14716481900,4.993814912446237
2016-03-03,7711.297,7875.949,7693.902,7727.16,15706242300,0.1980579069763122
2016-03-04,7684.924,7735.548,7321.555,7418.801,14115240500,-3.990586450908218
2016-03-07,7494.038,7670.957,7494.038,7600.437,11095140800,2.4483201530813403
2016-03-08,7585.863,7670.99,7276.674,7670.69,13182252600,0.9243284300626264
2016-03-09,7486.949,7634.001,7430.434,7500.17,10176186500,-2.223007317464265
2016-03-10,7503.42,7568.243,7364.287,7376.697,8740149900,-1.6462693512280357
2016-03-11,7284.948,7401.512,7239.558,7349.567,7524588200,-0.36777978002892064
2016-03-14,7441.093,7715.642,7441.038,7640.131,12033572900,3.9534846066441753
2016-03-15,7612.971,7668.848,7537.789,7571.82,9963609400,-0.8941077057448399
2016-03-16,7633.747,7659.053,7426.952,7484.226,9135938400,-1.1568420802396284
2016-03-17,7514.679,7795.707,7514.575,7779.875,13355063600,3.950294926957043
2016-03-18,7823.568,8118.706,7820.287,8097.204,18132273600,4.078844454441755
2016-03-21,8206.527,8326.382,8172.851,8325.977,19167507000,2.8253332878855675
2016-03-22,8248.53,8387.554,8203.085,8311.211,16407444100,-0.17734855621149848
2016-03-23,8279.881,8408.948,8262.26,8408.639,14611744800,1.1722479431697685
2016-03-24,8324.852,8453.302,8247.286,8279.649,16063735600,-1.5340175740687578
2016-03-25,8252.424,8353.015,8211.835,8343.242,12455555200,0.7680639601992834
2016-03-28,8400.214,8482.573,8266.554,8298.778,14298861300,-0.5329343197764125
2016-03-29,8274.094,8292.432,8040.759,8118.996,12465056200,-2.1663671446567223
2016-03-30,8187.45,8439.089,8187.45,8438.684,13963561000,3.937531192280419
2016-03-31,8475.431,8541.457,8414.885,8447.179,15013944500,0.10066735524165704
2016-04-01,8399.177,8426.46,8240.873,8389.287,12716105900,-0.6853412245673929
2016-04-05,8401.343,8642.981,8380.456,8635.667,15630836300,2.936840758934567
2016-04-06,8601.658,8699.521,8579.429,8691.23,15996893600,0.6434129523521515
2016-04-07,8715.006,8733.504,8549.513,8549.513,15815055600,-1.6305747287783112
2016-04-08,8465.831,8511.872,8359.535,8484.174,13341528900,-0.7642423609391491
2016-04-11,8560.093,8719.222,8560.093,8677.409,14362977900,2.2775935524188773
2016-04-12,8664.277,8688.711,8501.044,8608.374,13207214900,-0.7955715813326325
2016-04-13,8655.195,8831.587,8655.195,8729.841,17406329600,1.411033024355124
2016-04-14,8780.548,8837.439,8711.789,8837.018,13964832100,1.2277085000746313
2016-04-15,8840.53,8866.013,8777.972,8841.095,13120761300,0.04613547239578075
2016-04-18,8780.456,8780.456,8646.332,8715.85,12618498700,-1.4166231671529306
2016-04-19,8755.251,8784.327,8678.969,8754.504,11283179500,0.4434908815548644
2016-04-20,8784.645,8798.779,8158.82,8312.201,18028650600,-5.052290797970982
2016-04-21,8268.023,8382.268,8185.371,8198.511,12119077200,-1.3677484459290512
2016-04-22,8130.899,8282.902,8112.331,8282.424,9597953300,1.0235151236608786
2016-04-25,8246.029,8261.945,8106.07,8232.478,8962202400,-0.6030360194068995
2016-04-26,8218.47,8343.712,8202.152,8343.422,8843055400,1.347637977289473
2016-04-27,8357.26,8426.833,8307.388,8323.458,10293617700,-0.2392783200945603
2016-04-28,8319.22,8336.127,8130.927,8303.557,10495878500,-0.2390953375387972
2016-04-29,8253.484,8340.58,8239.793,8291.699,8148585100,-0.14280626965046395
2016-05-03,8290.793,8558.578,8256.678,8558.578,11571854000,3.218628654995781
2016-05-04,8526.311,8632.703,8514.491,8565.114,11729605200,0.07636782652444829
2016-05-05,8549.33,8631.981,8522.146,8628.741,10275992100,0.7428622666318274
2016-05-06,8632.452,8663.071,8275.966,8276.033,14657076300,-4.087595165969182
2016-05-09,8180.629,8180.695,7876.169,7918.148,11545440700,-4.324354434062783
2016-05-10,7898.651,7961.585,7855.292,7898.662,7381121900,-0.24609289950124902
2016-05-11,7950.379,7973.6,7800.971,7823.98,8109225100,-0.9455019090575223
2016-05-12,7706.127,7822.759,7570.916,7821.912,8685548400,-0.026431560407869092
2016-05-13,7794.619,7901.999,7758.263,7806.957,7881483700,-0.19119366211227673
2016-05-16,7783.295,7961.426,7744.884,7961.146,8333277600,1.9750204849341424
2016-05-17,7964.512,8040.204,7901.183,7961.502,9975967500,0.004471718016474391
2016-05-18,7886.25,7886.499,7614.204,7711.955,9602220200,-3.1344211180252213
2016-05-19,7707.326,7868.72,7707.326,7767.315,8548560200,0.7178465123305333
2016-05-20,7699.074,7860.128,7665.862,7860.128,8548543000,1.19491741998361
2016-05-23,7876.118,7995.992,7876.118,7995.581,9530478100,1.723292546889832
2016-05-24,7981.007,7981.221,7852.689,7913.675,8683164500,-1.0243908478946073
2016-05-25,7965.747,8012.16,7848.525,7889.73,8480690000,-0.30257750033960695
2016-05-26,7864.03,7929.672,7703.522,7929.468,9357276900,0.5036674258815044
2016-05-27,7904.767,7976.51,7879.641,7912.864,8497382300,-0.20939614107781113
2016-05-30,7863.314,7946.133,7787.465,7867.597,7524281300,-0.5720684697727574
2016-05-31,7872.311,8197.642,7872.311,8197.557,13739233900,4.193910796396927
2016-06-01,8207.251,8324.09,8202.718,8270.517,14426687900,0.8900212587725775
2016-06-02,8261.6,8369.668,8255.959,8369.432,13315798900,1.195995365223257
2016-06-03,8370.785,8442.901,8336.958,8391.763,14038763500,0.26681619493413855
2016-06-06,8418.337,8443.567,8359.019,8422.472,11750127800,0.3659421744870439
2016-06-07,8421.61,8439.14,8363.412,8434.669,11074422500,0.1448149664374121
2016-06-08,8417.752,8481.654,8340.898,8431.892,11468648500,-0.0329236393271648
2016-06-13,8307.188,8387.419,8000.649,8000.819,13707480700,-5.11241130697594
2016-06-14,7957.932,8053.537,7931.227,8038.589,9677523400,0.47207667115078955
2016-06-15,7948.181,8369.94,7936.618,8340.539,13546280100,3.7562562285495815
2016-06-16,8339.819,8421.331,8314.977,8358.034,14445001800,0.2097586259113271
2016-06-17,8374.074,8480.651,8338.727,8414.508,14141911800,0.6756852149680137
2016-06-20,8417.359,8476.467,8330.667,8457.932,12079272600,0.5160610697618973
2016-06-21,8510.752,8552.658,8305.55,8350.762,13544944200,-1.2670946042129483
2016-06-22,8323.875,8513.927,8316.099,8513.543,11722045000,1.9492951661177704
2016-06-23,8510.841,8547.394,8424.906,8495.78,13277932700,-0.2086440392677802
2016-06-24,8477.033,8547.682,8153.163,8428.823,16243564300,-0.7881206905075211
2016-06-27,8360.521,8646.369,8358.341,8646.161,13979418300,2.5785094787255547
2016-06-28,8616.073,8737.817,8599.854,8730.197,15899867700,0.9719458150270421
2016-06-29,8758.703,8784.945,8704.353,8745.815,15312529300,0.17889630669274403
2016-06-30,8753.846,8776.236,8692.258,8741.099,13470987600,-0.053922933425876174
2016-07-01,8747.789,8779.628,8680.083,8710.517,12116347300,-0.3498644735633438
2016-07-04,8661.272,8882.85,8653.858,8874.071,14591971000,1.8776612226346634
2016-07-05,8886.512,8925.089,8839.937,8914.84,15807681700,0.4594171040551709
2016-07-06,8885.33,8957.577,8862.76,8947.137,14540965800,0.36228356313743326
2016-07-07,8942.99,8988.324,8851.302,8954.276,16729329100,0.07979088729723749
2016-07-08,8941.49,8996.968,8904.588,8939.259,13316621000,-0.1677075846221343
2016-07-11,8953.868,9004.754,8865.592,8874.996,14565284000,-0.7188850887976383
2016-07-12,8862.368,8943.147,8719.877,8943.065,15132425500,0.7669749935662162
